numero_proceso,expediente,nombre_proceso,tipo_proceso,fecha_apertura,estado,unidad_ejecutora,saf,scraped_at
83-0059-CDI23,EX-2023-69336574-   -APN-DCYC#MC,Contratación Directa por especialidad DELMIRO MENDEZ E HIJO S.A - Muestra Alfredo Hlito,Contratación Directa,06/07/2023 10:00 Hrs.,Adjudicado,83/000 - Dirección General de Administración Financiera - MC,337 - Secretaría de Cultura,2026-07-04T12:29:34.410248
83-0059-LPR22,EX-2022-133466508-   -APN-DCYC#MC,INSTALACIÓN BIOFILTRO - PALACIO SAN JOSÉ,Licitación Privada,28/02/2023 13:00 Hrs.,Dejado Sin Efecto,83/000 - Dirección General de Administración Financiera - MC,337 - Secretaría de Cultura,2026-07-04T12:29:34.410248
83-0059-LPU23,EX-2023-103474579-   -APN-DCYC#MC,Servicio Médico Permanente - CCK y TECNOPÓLIS,Licitación Pública,12/01/2024 12:00 Hrs.,En Apertura,83/000 - Dirección General de Administración Financiera - MC,337 - Secretaría de Cultura,2026-07-04T12:29:34.410248
83-0060-CDI23,EX-2023-69694089-   -APN-DCYC#MC,"Contratación Directa por Especialidad del Maestro ""Guillermo Espel"" - DNEE",Contratación Directa,21/07/2023 16:00 Hrs.,Adjudicado,83/000 - Dirección General de Administración Financiera - MC,337 - Secretaría de Cultura,2026-07-04T12:29:34.410248
83-0060-LPR22,EX-2022-136200688-   -APN-DCYC#MC,PROVISION E INSTALACION DE AIRES ACONDICIONADOS - MUSEO MITRE Y CABILDO,Licitación Privada,22/03/2023 15:00 Hrs.,Dejado Sin Efecto,83/000 - Dirección General de Administración Financiera - MC,337 - Secretaría de Cultura,2026-07-04T12:29:34.410248
83-0060-LPU22,EX-2022-107936325-   -APN-DCYC#MC,Servicio de Mantenimiento y Operación del Edificio del CENTRO CULTURAL KIRCHNER,Licitación Pública,06/02/2023 17:00 Hrs.,Adjudicado,83/000 - Dirección General de Administración Financiera - MC,337 - Secretaría de Cultura,2026-07-04T12:29:34.410248
83-0061-CDI23,EX-2023-71182709-   -APN-DCYC#MC,"Contratación Directa por Especialidad de ""DELMIRO MENDEZ E HIJO S.A."" - CCK, CCB y PTBCTCA",Contratación Directa,14/07/2023 13:00 Hrs.,Adjudicado,83/000 - Dirección General de Administración Financiera - MC,337 - Secretaría de Cultura,2026-07-04T12:29:34.410248
83-0061-LPR22,EX-2022-139516190-   -APN-DCYC#MC,Solicitud de Contratación de Servicio de Email Marketing - CCK,Licitación Privada,03/02/2023 11:00 Hrs.,Disponible Para Adjudicar,83/000 - Dirección General de Administración Financiera - MC,337 - Secretaría de Cultura,2026-07-04T12:29:34.410248
83-0061-LPU22,EX-2022-109665958-   -APN-DCYC#MC,ALQUILER DE OFICINAS MÓVILES CON DESTINO AL PARQUE TECNÓPOLIS,Licitación Pública,16/01/2023 13:00 Hrs.,Adjudicado,83/000 - Dirección General de Administración Financiera - MC,337 - Secretaría de Cultura,2026-07-04T12:29:34.410248
83-0062-CDI23,EX-2023-71264921-   -APN-DCYC#MC,Servicio de Catering para  INSTITUTO NACIONAL JUAN DOMINGO PERÓN DE ESTUDIOS E INVESTIGACIONES HIST,Contratación Directa,04/07/2023 15:00 Hrs.,Dejado Sin Efecto,83/000 - Dirección General de Administración Financiera - MC,337 - Secretaría de Cultura,2026-07-04T12:29:34.410248
83-0062-LPR22,EX-2022-139622800-   -APN-DCYC#MC,Adquisición de Indumentaria de Trabajo y Elementos de Protección para la DNEE,Licitación Privada,20/04/2023 15:00 Hrs.,Adjudicado,83/000 - Dirección General de Administración Financiera - MC,337 - Secretaría de Cultura,2026-07-04T12:29:34.410248
83-0063-CDI23,EX-2023-71764523-   -APN-DCYC#MC,Adquisición de Materiales con destino a la Escuela Canto Coral,Contratación Directa,28/08/2023 15:00 Hrs.,Adjudicado,83/000 - Dirección General de Administración Financiera - MC,337 - Secretaría de Cultura,2026-07-04T12:29:34.410248
83-0063-LPR22,EX-2022-140073847-   -APN-DCYC#MC,Servicio de provisión de neumáticos,Licitación Privada,20/03/2023 12:00 Hrs.,Disponible Para Adjudicar,83/000 - Dirección General de Administración Financiera - MC,337 - Secretaría de Cultura,2026-07-04T12:29:34.410248
83-0064-CDI23,EX-2023-71835231-   -APN-DCYC#MC,Solicitud de Contratación de Guillermo Cardozo Ocampo,Contratación Directa,04/08/2023 10:00 Hrs.,Adjudicado,83/000 - Dirección General de Administración Financiera - MC,337 - Secretaría de Cultura,2026-07-04T12:29:34.410248
83-0065-CDI23,EX-2023-71954148-   -APN-DCYC#MC,Contratación por especialidad Javier Alejandro Iandritsky,Contratación Directa,24/08/2023 13:00 Hrs.,Adjudicado,83/000 - Dirección General de Administración Financiera - MC,337 - Secretaría de Cultura,2026-07-04T12:29:34.410248
83-0065-LPU22,EX-2022-115040039-   -APN-DCYC#MC,Alquiler de vehículos eléctricos con servicio técnico preventivo y de urgencia - Parque Tecnópolis.,Licitación Pública,15/02/2023 13:00 Hrs.,Disponible Para Adjudicar,83/000 - Dirección General de Administración Financiera - MC,337 - Secretaría de Cultura,2026-07-04T12:29:34.410248
83-0065-LPU23,EX-2023-120546625-   -APN-DCYC#MC,Servicio de medicina laboral para la realización de exámenes preocupaciones - Ministerio de Cultura.,Licitación Pública,17/11/2023 15:00 Hrs.,Dejado Sin Efecto,83/000 - Dirección General de Administración Financiera - MC,337 - Secretaría de Cultura,2026-07-04T12:29:34.410248
83-0066-CDI23,EX-2023-72018568-   -APN-DCYC#MC,Contratación directa por especialidad de Cristian Daniel Zárate,Contratación Directa,04/08/2023 12:00 Hrs.,Adjudicado,83/000 - Dirección General de Administración Financiera - MC,337 - Secretaría de Cultura,2026-07-04T12:29:34.410248
83-0067-CDI23,EX-2023-72072715-   -APN-DCYC#MC,Contratación directa por especialidad de Sebastián Gangi,Contratación Directa,14/08/2023 17:30 Hrs.,Adjudicado,83/000 - Dirección General de Administración Financiera - MC,337 - Secretaría de Cultura,2026-07-04T12:29:34.410248
83-0067-LPU22,EX-2022-119533739-   -APN-DCYC#MC,Transporte de personas Palacio San José,Licitación Pública,05/01/2023 12:00 Hrs.,Adjudicado,83/000 - Dirección General de Administración Financiera - MC,337 - Secretaría de Cultura,2026-07-04T12:29:34.410248
83-0067-LPU23,EX-2023-125732941-   -APN-DCYC#MC,Servicio de traslado de obras de arte para la Secretaria de Patrimonio Cultural - 2° llamado.,Licitación Pública,22/11/2023 16:00 Hrs.,Dejado Sin Efecto,83/000 - Dirección General de Administración Financiera - MC,337 - Secretaría de Cultura,2026-07-04T12:29:34.410248
83-0068-CDI23,EX-2023-73612932-   -APN-DCYC#MC,Adquisición de Resmas de Papel y Artículos de Librería para el Ministerio de Cultura de la Nación,Contratación Directa,18/08/2023 15:00 Hrs.,Adjudicado,83/000 - Dirección General de Administración Financiera - MC,337 - Secretaría de Cultura,2026-07-04T12:29:34.410248
83-0069-LPU22,EX-2022-124331989-   -APN-DCYC#MC,Servicio de Seguridad Física para Museos de CABA 2023,Licitación Pública,10/02/2023 13:00 Hrs.,Adjudicado,83/000 - Dirección General de Administración Financiera - MC,337 - Secretaría de Cultura,2026-07-04T12:29:34.410248
