numero_proceso,expediente,nombre_proceso,tipo_proceso,fecha_apertura,estado,unidad_ejecutora,saf,scraped_at
79-0039-CDI23,EX-2023-11329376-   -APN-DCYS#JGM,Convenio entre la UNIVERSIDAD NACIONAL DE LANÚS y la SECRETARÍA DE GESTIÓN Y EMPLEO PÚBLICO,Contratación Directa,19/04/2023 10:00 Hrs.,Adjudicado,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0040-CDI23,EX-2023-38374818-   -APN-DCYS#JGM,Convenio entre la SECRETARÍA DE INNOVACIÓN PÚBLICA y AR-SAT,Contratación Directa,12/05/2023 10:00 Hrs.,Adjudicado,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0041-CDI23,EX-2023-38471314-   -APN-DCYS#JGM,Convenio entre la SECRETARÍA DE INNOVACIÓN PÚBLICA y el INSTITUTO GEOGRAFICO NACIONAL,Contratación Directa,12/05/2023 10:00 Hrs.,Adjudicado,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0042-CDI23,EX-2023-39039953-   -APN-DCYS#JGM,Convenio entre la SECRETARÍA DE GESTIÓN Y EMPLEO PÚBLICO y la UNIVERSIDAD TECNOLÓGICA NACION,Contratación Directa,05/05/2023 09:00 Hrs.,Adjudicado,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0043-CDI23,EX-2023-39609636-   -APN-DCYS#JGM,Convenio entre la SECRETARÍA DE INNOVACIÓN PÚBLICA y AR-SAT,Contratación Directa,30/06/2023 09:00 Hrs.,Adjudicado,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0044-CDI23,EX-2023-39628021-   -APN-DCYS#JGM,Adquisición de sensores de monitoreo PRTG,Contratación Directa,08/05/2023 09:00 Hrs.,Adjudicado,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0046-CDI23,EX-2023-41121493-   -APN-DCYS#JGM,Servicio de provisión de diarios y revistas,Contratación Directa,21/04/2023 09:00 Hrs.,Adjudicado,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0047-CDI23,EX-2023-41168253-   -APN-DCYS#JGM,Convenio de Cooperación entre la SDG y la UNTREF,Contratación Directa,10/05/2023 12:00 Hrs.,Adjudicado,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0048-CDI23,EX-2023-42799659-   -APN-DCYS#JGM,Adquisición de insumos médicos,Contratación Directa,16/05/2023 09:00 Hrs.,Adjudicado,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0049-CDI23,EX-2023-42893395-   -APN-DCYS#JGM,Adquisición de medicamentos,Contratación Directa,22/05/2023 09:00 Hrs.,Dejado Sin Efecto,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0050-CDI23,EX-2023-44868899-   -APN-DCYS#JGM,Provisión de paneles desmontables para techos,Contratación Directa,17/05/2023 09:00 Hrs.,Dejado Sin Efecto,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0051-CDI23,EX-2023-45521594-   -APN-DCYS#JGM,Adquisición de banderas argentinas de ceremonia y de flameo,Contratación Directa,17/05/2023 09:00 Hrs.,Adjudicado,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0052-CDI23,EX-2023-45676126-   -APN-DCYS#JGM,Convenio entre la UNIVERSIDAD NACIONAL DE TUCUMÁN y la SECRETARÍA DE GESTIÓN Y EMPLEO PÚBLICO,Contratación Directa,06/07/2023 10:00 Hrs.,Adjudicado,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0053-CDI23,EX-2023-49514415-   -APN-DCYS#JGM,"Servicio de medición de iluminación, ruido, puesta a tierra y estudio ergonómico",Contratación Directa,30/05/2023 09:00 Hrs.,Adjudicado,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0054-CDI23,EX-2023-52926434-   -APN-DCYS#JGM,Renovación de Licencias Microsoft,Contratación Directa,31/05/2023 09:00 Hrs.,Adjudicado,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0055-CDI23,EX-2023-57412573-   -APN-DCYS#JGM,Convenio entre la SECRETARÍA DE INNOVACIÓN PÚBLICA y AR-SAT,Contratación Directa,05/06/2023 10:00 Hrs.,Adjudicado,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0056-CDI23,EX-2023-57498074-   -APN-DCYS#JGM,Servicio de mantenimiento y soporte del módulo INTEROPER.AR brindado por la firma UNITECH S.A.,Contratación Directa,24/05/2023 12:00 Hrs.,Adjudicado,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0057-CDI23,EX-2023-57510113-   -APN-DCYS#JGM,Servicio de mantenimiento y soporte de la PLATAFORMA DE AUTENTICACIÓN ELECTRÓNICA CENTRAL (PAEC),Contratación Directa,24/05/2023 12:00 Hrs.,Adjudicado,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0060-CDI23,EX-2023-59705071-   -APN-DCYS#JGM,Convenio entre la SECRETARÍA DE INNOVACIÓN PÚBLICA y AR-SAT Nube híbrida,Contratación Directa,18/07/2023 10:00 Hrs.,Disponible Para Adjudicar,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0061-CDI23,EX-2023-62000918-   -APN-DCYS#JGM,Convenio UNSAM-SIP servicio soporte técnico en relacion al sistema de Gestión Documental Electrónica,Contratación Directa,12/06/2023 12:00 Hrs.,Adjudicado,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0062-CDI23,EX-2023-44868899-   -APN-DCYS#JGM,Provisión de paneles desmontables para techos,Contratación Directa,23/06/2023 09:00 Hrs.,Dejado Sin Efecto,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0063-CDI23,EX-2023-64153310-   -APN-DCYS#JGM,Convenio entre la UNIDAD EJECUTORA ESPECIAL TEMPORARIA “ARGENTINA FUTURA” y UBATEC S.A.,Contratación Directa,16/06/2023 10:00 Hrs.,Adjudicado,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0064-CDI23,EX-2023-65326242-   -APN-DCYS#JGM,Servicio de validación biométrica para la aplicación Mi Argentina,Contratación Directa,06/07/2023 09:00 Hrs.,Adjudicado,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0065-CDI23,EX-2023-70497850-   -APN-DCYS#JGM,Convenio entre la SECRETARÍA DE GESTIÓN Y EMPLEO PÚBLICO y LA UNIVERSIDAD NACIONAL DE LA MATANZA,Contratación Directa,31/08/2023 09:00 Hrs.,Dejado Sin Efecto,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0066-CDI23,EX-2023-70517720-   -APN-DCYS#JGM,Convenio carta de Adhesión - YPF S.A. Combustibles y Aerolubricantes,Contratación Directa,21/07/2023 10:00 Hrs.,Adjudicado,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0067-CDI23,EX-2023-70811246-   -APN-DCYS#JGM,Contratación de GUADALQUIVIR S.A. para el servicio de alquiler de oficinas en inmueble,Contratación Directa,26/06/2023 10:00 Hrs.,Adjudicado,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0068-CDI22,EX-2022-124748144-   -APN-DCYS#JGM,Convenio Específico con la UNIVERSIDAD TECNOLÓGICA NACIONAL - FACULTAD REGIONAL SAN NICOLÁS,Contratación Directa,27/01/2023 09:00 Hrs.,Adjudicado,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0068-CDI23,EX-2023-71110639-   -APN-DCYS#JGM,Adquisición de materiales para actividades educativas,Contratación Directa,17/07/2023 09:00 Hrs.,Adjudicado,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0069-CDI23,EX-2023-71142543-   -APN-DCYS#JGM,Convenio Específico entre la SUBSECRETARÍA DE COORDINACIÓN POLÍTICA E INSTITUCIONAL y la UNSAM,Contratación Directa,01/09/2023 09:00 Hrs.,Adjudicado,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0070-CDI23,EX-2023-72466111-   -APN-DCYS#JGM,Servicio de desinfección con ozono para el saneamiento ambiental de los edificios de la JGM,Contratación Directa,28/07/2023 09:00 Hrs.,Adjudicado,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0071-CDI22,EX-2022-127339999-   -APN-DCYS#JGM,Adquisición de vajilla,Contratación Directa,12/01/2023 09:00 Hrs.,Dejado Sin Efecto,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0071-CDI23,EX-2023-73583021-   -APN-DCYS#JGM,Servicio de asistencia de emergencias y urgencias médicas,Contratación Directa,20/07/2023 09:00 Hrs.,Adjudicado,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0072-CDI23,EX-2023-74433754-   -APN-DCYS#JGM,Convenio entre la SIP y CORASA - Kits Robótica Educativa,Contratación Directa,21/07/2023 09:00 Hrs.,Adjudicado,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0076-CDI23,EX-2023-76814552-   -APN-DCYS#JGM,Convenio entre la SUBSECRETARIA DE RELACIONES DE LA SOCIEDAD CIVIL de la JGM y la UNTREF,Contratación Directa,06/09/2023 09:00 Hrs.,Adjudicado,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0077-CDI22,EX-2022-130464439-   -APN-DCYS#JGM,Convenio Específico con la UNIVERSIDAD TECNOLOGICA NACIONAL,Contratación Directa,09/01/2023 10:00 Hrs.,Adjudicado,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0077-CDI23,EX-2023-76820787-   -APN-DCYS#JGM,Convenio entre la UEETAF de la JGM y EUDEBA S.E.M.,Contratación Directa,18/07/2023 10:00 Hrs.,Adjudicado,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0078-CDI22,EX-2022-130471920-   -APN-DCYS#JGM,Convenio Interadministrativo con CORREO OFICIAL DE LA REPUBLICA ARGENTINA S.A.,Contratación Directa,17/01/2023 10:00 Hrs.,Desierto,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0078-CDI23,EX-2023-76982080-   -APN-DCYS#JGM,Convenio JGM-NACIÓN SEGUROS S.A. - Seguro de Incendio-Todo Riesgo Operativo,Contratación Directa,06/09/2023 09:00 Hrs.,Adjudicado,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0079-CDI23,EX-2023-76988991-   -APN-DCYS#JGM,Convenio JGM-NACIÓN SEGUROS S.A. - Seguro de Responsabilidad Civil JGM,Contratación Directa,06/09/2023 14:00 Hrs.,Adjudicado,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0080-CDI23,EX-2023-76999017-   -APN-DCYS#JGM,Convenio JGM-NACIÓN SEGUROS S.A. - Seguro de Equipo técnico,Contratación Directa,06/09/2023 09:00 Hrs.,Adjudicado,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0081-CDI22,EX-2022-136193170-   -APN-DCYS#JGM,"Servicio de recarga, control trimestral de matafuegos y prueba hidráulica de mangueras",Contratación Directa,16/01/2023 09:00 Hrs.,Adjudicado,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0081-CDI23,EX-2023-77003314-   -APN-DCYS#JGM,Convenio JGM-NACIÓN SEGUROS S.A. - Seguro de Accidentes Personales UEETEB,Contratación Directa,06/09/2023 14:00 Hrs.,Dejado Sin Efecto,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0082-CDI22,EX-2022-138789155-   -APN-DCYS#JGM,Convenio con la EMPRESA ARGENTINA DE SOLUCIONES SATELITALES SOCIEDAD ANÓNIMA AR-SAT,Contratación Directa,04/01/2023 10:00 Hrs.,Desierto,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0082-CDI23,EX-2023-77011411-   -APN-DCYS#JGM,Convenio JGM-NACIÓN SEGUROS S.A. - Seguro de Responsabilidad Civil UEETEB,Contratación Directa,06/09/2023 09:00 Hrs.,Adjudicado,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0083-CDI22,EX-2022-138789311-   -APN-DCYS#JGM,servicio de limpieza y desinfección de tanques de agua del edificio sede de la JGM,Contratación Directa,20/01/2023 09:00 Hrs.,Dejado Sin Efecto,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0083-CDI23,EX-2023-78519770-   -APN-DCYS#JGM,Contratación de la FUNDACIÓN UNIVERSIDAD CATÓLICA ARGENTINA para un estudio de investigación,Contratación Directa,14/07/2023 11:00 Hrs.,Fracasado,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0084-CDI23,EX-2023-79109688-   -APN-DCYS#JGM,Adquisición de equipamiento informático y fotográfico para el INSTITUTO NACIONAL DE JUVENTUDES,Contratación Directa,14/08/2023 10:00 Hrs.,Adjudicado,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0086-CDI23,EX-2023-88865469-   -APN-DCYS#JGM,"Servicio de provisión de insumos, recolección y disposición final de residuos patogénicos",Contratación Directa,18/08/2023 09:00 Hrs.,Dejado Sin Efecto,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0087-CDI23,EX-2023-78519770-   -APN-DCYS#JGM,Contratación de la FUNDACIÓN UNIVERSIDAD CATÓLICA ARGENTINA para un estudio de investigación,Contratación Directa,30/08/2023 10:00 Hrs.,Adjudicado,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0089-CDI23,EX-2023-92476854-   -APN-DCYS#JGM,Contratación de UBATEC S.A. para la investigación de capacidades competitivas de las clases sociales,Contratación Directa,07/11/2023 10:00 Hrs.,Dejado Sin Efecto,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0090-CDI23,EX-2023-92479700-   -APN-DCYS#JGM,Contratación de UBATEC S.A. para la realización de estudios del capital social en Argentina,Contratación Directa,07/11/2023 10:00 Hrs.,Dejado Sin Efecto,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0091-CDI23,EX-2023-96147532-   -APN-DCYS#JGM,Servicio de recarga y mantenimiento de extintores y de la red de hidrantes de SGYEP,Contratación Directa,15/09/2023 09:00 Hrs.,Dejado Sin Efecto,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0092-CDI23,EX-2023-99480096-   -APN-DCYS#JGM,Servicio de suscripción de licencias ZOOM BUSINESS,Contratación Directa,22/09/2023 09:00 Hrs.,Adjudicado,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0093-CDI23,EX-2023-88865469-   -APN-DCYS#JGM,"Servicio de provisión de insumos, recolección y disposición final de residuos patogénicos",Contratación Directa,08/09/2023 10:00 Hrs.,Adjudicado,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0094-CDI23,EX-2023-101226406-   -APN-DCYS#JGM,Suscripción anual a diversas publicaciones de la LEY S.A. EDITORA E IMPRESORA,Contratación Directa,05/09/2023 09:00 Hrs.,Adjudicado,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0095-CDI23,EX-2023-102411518-   -APN-DCYS#JGM,Convenio entre la UEETEB y la UNIVERSIDAD NACIONAL ARTURO JAURETCHE,Contratación Directa,22/09/2023 09:00 Hrs.,Adjudicado,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0096-CDI23,EX-2023-103861250-   -APN-DCYS#JGM,Convenio entre la SECRETARÍA DE INNOVACIÓN PÚBLICA y AR-SAT,Contratación Directa,18/09/2023 09:00 Hrs.,Pendiente Análisis,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0097-CDI23,EX-2023-104507365-   -APN-DCYS#JGM,ADQUISICIÓN DE MEDICAMENTOS,Contratación Directa,22/09/2023 09:00 Hrs.,Dejado Sin Efecto,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0098-CDI23,EX-2023-105270948-   -APN-DCYS#JGM,Adquisición de insumos médicos,Contratación Directa,28/09/2023 09:00 Hrs.,Adjudicado,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0099-CDI23,EX-2023-109775785-   -APN-DCYS#JGM,Convenio entre la SECRETARÍA DE INNOVACIÓN PÚBLICA y AR-SAT,Contratación Directa,11/10/2023 09:00 Hrs.,Disponible Para Adjudicar,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0100-CDI23,EX-2023-115616186-   -APN-DCYS#JGM,Contratación de los servicios de la ASOCIACIÓN PARA EL FORTALECIMIENTO COMUNITARIO,Contratación Directa,31/10/2023 10:00 Hrs.,Adjudicado,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
79-0102-CDI23,EX-2023-122796872-   -APN-DCYS#JGM,Contratación de los servicios del INSTITUTO DE INVESTIGACIÓN Y DESARROLLO DE LAS TELECOMUNICACIONES,Contratación Directa,31/10/2023 10:00 Hrs.,Adjudicado,79/000 - Dirección General Técnico - Administrativa - JGM,305 - Jefatura de Gabinete de Ministros,2026-05-04T08:24:40.283031
