numero_proceso,expediente,nombre_proceso,tipo_proceso,fecha_apertura,estado,unidad_ejecutora,saf,scraped_at
23-0010-CDI23,EX-2023-22718830-   -APN-CGD#SGP,Convenio Interadministrativo entre la SECRETARÍA GENERAL y la UNIVERSIDAD NACIONAL DE LA MATANZA,Contratación Directa,15/06/2023 08:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0010-CDI24,EX-2024-34427990-   -APN-CGD#SGP,"Seguro accidentes personales, para personas contratadas bajo los términos del Decreto N° 1.109/2017",Contratación Directa,26/06/2024 12:40 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0010-CDI25,EX-2025-65769278-   -APN-CGD#SGP,"Contratación de MELEX ARGENTINA S.R.L. para el servicio de mantenimiento de vehículos elécticos, etc",Contratación Directa,24/07/2025 11:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0010-LPR23,EX-2023-38972075-   -APN-CGD#SGP,adquisición de pintura para exposiciones para la Dirección de Programas Culturales y Museo Casa Rosa,Licitación Privada,18/08/2023 16:00 Hrs.,Dejado Sin Efecto,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0010-LPR24,EX-2024-103632137-   -APN-CGD#SGP,"Servicio de mantenimiento, soporte y actualización del software Veeam Availability Suite Enterprise.",Licitación Privada,19/12/2024 12:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0010-LPR25,EX-2025-105802304-   -APN-CGD#SGP,Adquisición de repuestos para el sistema de impedimento de acceso vehicular para C. Rosada y R.P.O.,Licitación Privada,18/11/2025 13:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0010-LPU24,EX-2024-55850110-   -APN-CGD#SGP,Adquisición de frutas y verduras para Casa de Gobierno y Residencia Presidencial de Olivos,Licitación Pública,12/08/2024 12:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0010-LPU25,EX-2025-65130828-   -APN-CGD#SGP,Adquisición de equipamiento informático compuesto por PCs y monitores para Sec General,Licitación Pública,30/07/2025 11:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0010-LPU26,EX-2026-17000253-   -APN-CGD#SGP,"Servicio de mantenimiento de cámaras frigoríficas, heladeras y freezers en CR y RPO",Licitación Pública,01/07/2026 12:00 Hrs.,En Apertura,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0011-CDI23,EX-2023-22719971-   -APN-CGD#SGP,Adquisición de resmas destinados a las distintas áreas de la SECRETARÍA GENERAL,Contratación Directa,27/03/2023 10:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0011-CDI24,EX-2024-35553313-   -APN-CGD#SGP,Adquisición y colocación de baterías y parches para desfibriladores.,Contratación Directa,23/08/2024 12:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0011-CDI25,EX-2025-72204528-   -APN-CGD#SGP,Servicio integral de mantenimiento preventivo y correctivo para el sistema de control de acceso,Contratación Directa,21/07/2025 12:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0011-LPR23,EX-2023-75665934-   -APN-CGD#SGP,Adquisición de quince (15) Switches de Acceso,Licitación Privada,07/08/2023 14:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0011-LPR25,EX-2025-118259571-   -APN-CGD#SGP,"Servicio de mantenim. integral, preventivo y correctivo del sistema de cámaras de vigilancia SGP.",Licitación Privada,19/11/2025 12:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0011-LPU23,EX-2023-32257950-   -APN-CGD#SGP,Adquisición de baterías eléctricas destinadas a los vehículos del Área de Transporte Terrestre.,Licitación Pública,15/06/2023 15:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0011-LPU24,EX-2024-57833303-   -APN-CGD#SGP,Adquisición de PRODUCTOS CÁRNICOS y DE PESCADERÍA para Casa de Gobierno y la RP OLIVOS,Licitación Pública,18/09/2024 12:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0011-LPU26,EX-2026-48299703-   -APN-CGD#SGP,Adquisición de equipamiento de seguridad perimetral marca Fortinet y licencias de seguridad (UTM) co,Licitación Pública,11/06/2026 10:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0012-CDI23,EX-2023-23332021-   -APN-CGD#SGP,Adquisición de CUATRO (4) desfibriladores DEA de entrenamiento Heart+ ResQ NT-381T,Contratación Directa,13/04/2023 13:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0012-CDI24,EX-2024-40281585-   -APN-CGD#SGP,Convenio Interadministrativo entre la SECRETARIA GENERAL e YPF S.A. Programa YPF ENRUTA.,Contratación Directa,05/07/2024 12:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0012-CDI25,EX-2025-80873427-   -APN-CGD#SGP,"Serv. Mantenimiento Integral, Preventivo y Correctivo Túneles de Rayos X y Arcos Detectores Metales",Contratación Directa,01/09/2025 12:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0012-LPR23,EX-2023-58227017-   -APN-CGD#SGP,Servicio de Alojamiento para los/as Consejeros/as del CONSEJO ECONÓMICO Y SOCIAL,Licitación Privada,19/10/2023 12:00 Hrs.,Dejado Sin Efecto,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0012-LPR25,EX-2025-130970465-   -APN-CGD#SGP,Servicio de mantenim. preventivo y correctivo del sistema de pilonas hidráulicas-SGP,Licitación Privada,23/12/2025 12:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0012-LPU23,EX-2023-36811042-   -APN-CGD#SGP,Servicio de Mantenimiento de Sistemas de Refrigeración en Diversas Dependencias de la SEC GENERAL,Licitación Pública,10/11/2023 13:00 Hrs.,Dejado Sin Efecto,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0012-LPU24,EX-2024-57926642-   -APN-CGD#SGP,"Provisión de café en grano, azúcar en sobres, y edulcorante, con máquinas en comodato - SEC GRAL",Licitación Pública,30/08/2024 12:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0012-LPU25,EX-2025-105037086-   -APN-CGD#SGP,Servicio de alquiler de módulos de vallas metálicas,Licitación Pública,14/11/2025 12:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0013-CDI23,EX-2023-26294865-   -APN-CGD#SGP,Renovación Seguro Carruajes Presidenciales - Museo,Contratación Directa,27/03/2023 15:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0013-CDI24,EX-2024-42368207-   -APN-CGD#SGP,Seguro Incendio Hangares,Contratación Directa,26/06/2024 13:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0013-CDI25,EX-2025-84728337-   -APN-CGD#SGP,UN (1) servicio de suscripción anual on-line “La Ley Next” provisto por La Ley S.A.U.E e I .,Contratación Directa,24/09/2025 14:30 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0013-LPR23,EX-2023-110487793-   -APN-CGD#SGP,Adquisición de Herramientas y materiales para redes a la Dirección General de Tecnología Informática,Licitación Privada,14/11/2023 12:00 Hrs.,Dejado Sin Efecto,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0013-LPR24,EX-2024-117068239-   -APN-CGD#SGP,Servicio de mantenimiento preventivo y asistencia técnica de los sistemas críticos del Data Center.,Licitación Privada,07/04/2025 12:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0013-LPU23,EX-2023-36936050-   -APN-CGD#SGP,Mantenimiento y provisión refrigeración Residencia de Presidencial de Olivos,Licitación Pública,19/07/2023 13:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0013-LPU25,EX-2025-109995834-   -APN-CGD#SGP,Renovación del soporte y licenciamiento a los equipos de seguridad informática de la marca FORTINET,Licitación Pública,05/12/2025 12:00 Hrs.,Dejado Sin Efecto,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0014-CDI23,EX-2023-28240146-   -APN-CGD#SGP,Un  Servicio de Reparación de 3 Portones de ingreso a la Residencia Presidencial de Chapadmalal,Contratación Directa,24/05/2023 12:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0014-CDI24,EX-2024-52748608-   -APN-CGD#SGP,Adquisición de distintivos y presentes institucionales de Casa Militar de la SECRETARIA GENERAL.,Contratación Directa,02/09/2024 14:30 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0014-CDI25,EX-2025-86236737-   -APN-CGD#SGP,Adquisición de medallas de Padrinazgo Presidencial.,Contratación Directa,25/09/2025 13:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0014-LPR24,EX-2024-119920908-   -APN-CGD#SGP,"Provisión de botellones de agua potable, instalación y mantenimiento de dispensers de agua",Licitación Privada,27/12/2024 12:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0014-LPU23,EX-2022-113443255-   -APN-CGD#SGP,Servicio de Fumigación y Servicio de limpieza y desinfección de tanques Chapadmalal.,Licitación Pública,14/06/2023 13:00 Hrs.,Dejado Sin Efecto,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0014-LPU24,EX-2024-74427514-   -APN-CGD#SGP,"Adquisición de PRODUCTOS FRESCOS DE ALMACÉN, con destino a CASA DE GOBIERNO Y R P OLIVOS",Licitación Pública,22/11/2024 12:00 Hrs.,Dejado Sin Efecto,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0014-LPU25,EX-2025-117009348-   -APN-CGD#SGP,Servicios Gráficos para la Dirección de Programas Culturales y Museo Casa Rosada,Licitación Pública,05/01/2026 12:00 Hrs.,Dejado Sin Efecto,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0015-CDI23,EX-2023-29644636-   -APN-CGD#SGP,Convenio Interadministrativo SEC GRAL Y AEROLÍNEAS ARGENTINAS  Fletamento  Rep Domicana - Marzo 2023,Contratación Directa,30/03/2023 10:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0015-CDI25,EX-2025-89160471-   -APN-CGD#SGP,Adquisición de distintivos y presentes institucionales para personal de la Casa Militar de la SGP.,Contratación Directa,19/09/2025 12:30 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0015-LPU23,EX-2023-41747532-   -APN-CGD#SGP,Serv. de mantenim. integral de Sistemas de Circuito Cerrado de Televisión para Casa de Gobierno y Ot,Licitación Pública,30/05/2023 15:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0015-LPU24,EX-2024-77534449-   -APN-CGD#SGP,Adquisición de UTENSILIOS DESCARTABLES e INSUMOS DESCARTABLES.,Licitación Pública,25/10/2024 12:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0015-LPU25,EX-2025-126602301-   -APN-CGD#SGP,Contratación de UN (1) servicio de alquiler diario de vehículos (sin chofer) destinado a la CM,Licitación Pública,06/01/2026 12:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0016-CDI23,EX-2023-33854097-   -APN-CGD#SGP,Renovación Seguros aeronaves presidenciales - período 23-24,Contratación Directa,11/05/2023 12:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0016-CDI24,EX-2024-60073647-   -APN-CGD#SGP,Seguro Fine Art robo y riesgos similares obras de arte Casa Rosada,Contratación Directa,04/07/2024 15:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0016-CDI25,EX-2025-98448385-   -APN-CGD#SGP,Adquisición de insumos de impresión y repuestos para los equipos multifunción EPSON.,Contratación Directa,16/10/2025 12:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0016-LPU23,EX-2023-41750802-   -APN-CGD#SGP,UN (1) servicio mensual de mantenimiento integral para120 equipos multifunción de la SGP.,Licitación Pública,01/06/2023 15:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0016-LPU24,EX-2024-78721092-   -APN-CGD#SGP,Provisión de artículos de higiene y limpieza con destino a la Secretaría General.,Licitación Pública,31/10/2024 10:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0016-LPU25,EX-2025-126707282-   -APN-CGD#SGP,"Provisión de café en grano, azúcar en sobres y edulcorante, con máquinas en comodato, para SEC. GRAL",Licitación Pública,19/12/2025 12:00 Hrs.,Dejado Sin Efecto,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0017-CDI24,EX-2024-60826357-   -APN-CGD#SGP,Seguro Aeronaves T11,Contratación Directa,26/06/2024 15:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0017-CDI25,EX-2025-117968438-   -APN-CGD#SGP,Renovación del servicio de la suscripción de Paessler PRTG Network Monitor para 2500 sensores.,Contratación Directa,26/01/2026 12:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0017-LPU23,EX-2023-42785861-   -APN-CGD#SGP,"Adquisición de baterías, para los equipos de Suministro de Energía Ininterrumpida - SEC GRAL",Licitación Pública,05/06/2023 12:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0017-LPU24,EX-2024-80418106-   -APN-CGD#SGP,Servicio de Limpieza Integral destinado a distintos edificios dependientes de la SECRETARIA GENERAL,Licitación Pública,13/01/2025 14:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0017-LPU25,EX-2025-126830056-   -APN-CGD#SGP,"Adquisición de bebidas con destino a CASA DE GOBIERNO, RESIDENCIAS DE CHAPADMALAL y OLIVOS",Licitación Pública,22/12/2025 12:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0018-CDI23,EX-2023-40285897-   -APN-CGD#SGP,"Contratación de 1 servicio de reparación, arreglos varios de sillones, cortinados etc.",Contratación Directa,31/08/2023 12:00 Hrs.,Dejado Sin Efecto,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0018-CDI24,EX-2024-62530317-   -APN-CGD#SGP,Seguro Integral Residencia Presidencial de Chapadmalal,Contratación Directa,03/07/2024 14:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0018-LPU24,EX-2024-80660441-   -APN-CGD#SGP,Adquisición de insumos de impresión y repuestos para equipos multifunción de la SECRETARIA GENERAL.,Licitación Pública,01/11/2024 12:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0018-LPU25,EX-2025-134415571-   -APN-CGD#SGP,"Servicio de reparación y mantenimiento integral, provisión de combustible para grupos electrógenos.",Licitación Pública,12/01/2026 12:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0019-CDI23,EX-2023-53608367-   -APN-CGD#SGP,Servicio de desarme para inspección y posterior reparación de 3 vehículos oficiales,Contratación Directa,28/06/2023 13:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0019-CDI24,EX-2024-65793187-   -APN-CGD#SGP,Seguro Incendio Cocheras Presidenciales (CCK),Contratación Directa,10/07/2024 13:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0019-CDI25,EX-2025-126333547-   -APN-CGD#SGP,Provisión de productos de Panadería destinados a Casa de Gobierno,Contratación Directa,05/01/2026 12:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0019-LPU23,EX-2023-46852906-   -APN-CGD#SGP,Servicio de Mantenimiento de las Bases de Datos ORACLE del Sistema de Adm. de Recursos Humanos SARHA,Licitación Pública,17/07/2023 12:00 Hrs.,Dejado Sin Efecto,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0019-LPU24,EX-2024-80789329-   -APN-CGD#SGP,Mantenimiento integral correctivo y preventivo de los espacios verdes RESIDENCIA PRESIDENCIAL deOLIV,Licitación Pública,15/11/2024 12:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0019-LPU25,EX-2025-139269603-   -APN-CGD#SGP,Renovación de soporte y licenciamientos de equipos de seg. informática y serv. técnico especializado,Licitación Pública,20/01/2026 10:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0020-CDI24,EX-2024-66286250-   -APN-CGD#SGP,Adquisición de medallas premio Presidente de la Nación y premio Nación Argentina.,Contratación Directa,12/09/2024 12:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0020-LPU24,EX-2024-82613426-   -APN-CGD#SGP,"Servicio de desratización, desinsectación, desinfección, control de aves y murciélagos y fumigación",Licitación Pública,14/11/2024 13:00 Hrs.,Dejado Sin Efecto,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0020-LPU25,EX-2025-141420365-   -APN-CGD#SGP,Adquisición frutas y verduras con destino a la Casa de Gobierno y la RPO,Licitación Pública,23/01/2026 12:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0021-CDI23,EX-2023-65043319-   -APN-CGD#SGP,Renovación Seguro Incendio Hangares período 23/24,Contratación Directa,28/06/2023 16:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0021-CDI24,EX-2024-69650692-   -APN-CGD#SGP,Seguro Bustos - Casa Rosada,Contratación Directa,24/07/2024 15:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0021-LPU23,EX-2023-48201598-   -APN-CGD#SGP,Servicio de alquiler de módulos de vallas metálicas,Licitación Pública,12/07/2023 14:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0021-LPU24,EX-2024-90361471-   -APN-CGD#SGP,Servicio para Organización de Eventos.,Licitación Pública,20/12/2024 12:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0022-CDI23,EX-2023-66350913-   -APN-CGD#SGP,Renovación seguro Residencia Presidencial Chapadmalal,Contratación Directa,28/06/2023 15:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0022-LPU23,EX-2023-49686016-   -APN-CGD#SGP,Servicio de alquiler de vehículos sin chofer para el traslado de agentes de CASA MILITAR,Licitación Pública,03/07/2023 12:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0022-LPU24,EX-2024-98374629-   -APN-CGD#SGP,Adquisición de software antivirus EDR (Endpoint Detection and Response),Licitación Pública,27/01/2025 12:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0023-CDI23,EX-2023-67448980-   -APN-CGD#SGP,Renovación Seguro Obras Arte Casa Rosada 23-24,Contratación Directa,11/07/2023 16:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0023-LPU22,EX-2022-76111288-   -APN-CGD#SGP,Servicio de restauración y pintura del Patio de las Palmeras de la Casa de Gobierno,Licitación Pública,05/06/2023 14:00 Hrs.,Dejado Sin Efecto,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0023-LPU24,EX-2024-100530294-   -APN-CGD#SGP,Servicio de mantenimiento preventivo y correctivo de TÚNELES DE RAYOS X y ARCOS DETECTORES DE METAL.,Licitación Pública,21/04/2025 14:00 Hrs.,Dejado Sin Efecto,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0024-CDI23,EX-2023-68922114-   -APN-CGD#SGP,Contratación del servicio de mantenimiento y revisión de relojes pertenecientes a la CASA ROSADA,Contratación Directa,15/08/2023 15:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0024-CDI24,EX-2024-70029686-   -APN-CGD#SGP,Servicios gráficos para la Dirección de Programas Culturales y Museo Casa Rosada,Contratación Directa,30/08/2024 12:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0024-LPR22,EX-2022-120798316-   -APN-CGD#SGP,Adquisicion de componentes y perifericos informaticos.,Licitación Privada,13/01/2023 12:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0024-LPU23,EX-2023-55968381-   -APN-CGD#SGP,Adquisición de indumentaria y elementos de proteccion personal con destino al personal SEC GRAL,Licitación Pública,25/09/2023 13:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0024-LPU24,EX-2024-106534641-   -APN-CGD#SGP,"Contratación del serv mant preventivo, correctivo y riego de espacios verdes Casa de Gobierno y Ot.",Licitación Pública,19/12/2024 12:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0025-CDI23,EX-2023-69104624-   -APN-CGD#SGP,"Adquisición de insumos y bienes de telefonía - Dir de Tecnología, Informática y Telecomunicaciones",Contratación Directa,21/07/2023 12:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0025-CDI24,EX-2024-70031262-   -APN-CGD#SGP,"Seguro Responsabilidad Civil evento 9 de julio, celebración del Día de la Independencia",Contratación Directa,05/07/2024 19:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0025-LPR22,EX-2022-126464536-   -APN-CGD#SGP,Servicios Gráfico para la Dirección de Programas Culturales y Museo Casa Rosada.,Licitación Privada,13/01/2023 14:00 Hrs.,Adjudicado,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
23-0025-LPU22,EX-2022-82901826-   -APN-CGD#SGP,Adquisición de productos cárnicos y de pescadería -Casa de Gobierno y Residencia Presid. Olivos,Licitación Pública,19/05/2023 13:30 Hrs.,Dejado Sin Efecto,23/000 - Dirección General de Administración - SG,301 - Secretaria General de la Presidencia de la Nación,2026-07-06T10:08:46.889244
